-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,00,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,31,32,32,32,32,33,-1,11,12,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,41,42,42,42,42,43,-1,22,23,23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,31,32,55,42,42,42,42,43,-1,-1,-1,-1,-1,-1,-1,31,32,32,32,33,-1,-1,-1
-1,-1,41,42,42,42,42,42,42,43,-1,-1,-1,-1,-1,-1,-1,41,44,52,45,54,33,-1,-1
-1,-1,51,45,42,42,42,42,42,54,32,32,32,33,-1,-1,-1,41,43,-1,51,45,43,-1,-1
-1,-1,-1,41,42,42,42,42,42,42,42,42,42,43,-1,-1,-1,41,43,-1,-1,41,43,-1,-1
-1,-1,-1,41,42,42,42,42,42,42,42,42,42,54,32,32,32,55,43,-1,-1,41,43,-1,-1
-1,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,54,32,32,55,43,-1,-1
-1,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1,-1
-1,31,32,55,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1,-1
-1,41,42,42,42,42,44,52,52,45,42,42,42,42,42,42,42,42,42,42,42,42,54,33,-1
-1,41,-1,-1,-1,-1,53,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1
-1,41,-1,-1,-1,-1,-1,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1
-1,41,-1,-1,-1,-1,-1,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1
-1,41,-1,-1,-1,-1,-1,-1,32,55,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1
-1,51,52,52,52,52,52,52,52,52,52,52,45,42,42,42,42,42,44,52,52,52,45,43,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,52,52,52,52,52,53,-1,-1,-1,51,53,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,00,01,01,01,01,01,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,00,01,02,-1,-1,-1
-1,00,28,42,42,42,42,42,42,42,42,13,-1,-1,00,01,01,01,01,28,12,13,-1,-1,-1
-1,11,42,42,42,42,16,23,23,23,23,24,-1,-1,22,23,23,23,23,17,12,13,-1,-1,-1
-1,22,23,23,23,23,24,-1,33,34,35,-1,-1,-1,-1,-1,-1,-1,-1,22,23,24,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
